City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Hemisphere
Amudat,1.95,34.95,76.21,46,59,9.48,UG,1601231431,Northern Hemisphere
Sørland,67.67,12.69,51.8,66,11,18.34,NO,1601231431,Northern Hemisphere
Cam Ranh,11.92,109.16,80.6,88,40,6.93,VN,1601231432,Northern Hemisphere
Dunedin,-45.87,170.5,41.0,55,53,12.5,NZ,1601231432,Northern Hemisphere
Zhangzhou,24.51,117.66,73.4,78,90,2.24,CN,1601231432,Northern Hemisphere
Port Blair,11.67,92.75,81.91,81,99,9.84,IN,1601231433,Northern Hemisphere
Bluefield,37.27,-81.22,71.01,68,1,8.05,US,1601231347,Southern Hemisphere
Bereda,43.27,-7.54,57.99,80,0,7.0,ES,1601231433,Southern Hemisphere
Humberto de Campos,-2.6,-43.46,85.51,60,72,11.34,BR,1601231433,Southern Hemisphere
Vao,-22.67,167.48,71.28,88,50,16.93,NC,1601231434,Northern Hemisphere
Marystown,47.17,-55.15,64.0,100,100,5.01,CA,1601231434,Southern Hemisphere
Mahanoro,-19.9,48.8,72.18,84,100,6.53,MG,1601231434,Northern Hemisphere
Stephenville,32.22,-98.2,86.0,58,1,9.17,US,1601231434,Southern Hemisphere
Ribeira Brava,32.65,-17.07,71.6,68,75,11.41,PT,1601231435,Southern Hemisphere
Skjervøy,70.03,20.97,44.6,65,25,17.22,NO,1601231435,Northern Hemisphere
Balkhash,46.84,74.98,46.65,55,0,15.37,KZ,1601231435,Northern Hemisphere
Alingsås,57.93,12.53,57.0,87,40,13.87,SE,1601231436,Northern Hemisphere
Havelock,34.88,-76.9,78.01,69,20,8.05,US,1601231436,Southern Hemisphere
Al Bardīyah,31.76,25.09,76.24,83,0,12.15,LY,1601231436,Northern Hemisphere
Sar-e Pul,35.83,66.17,42.98,61,1,2.46,AF,1601231437,Northern Hemisphere
Tarko-Sale,64.92,77.78,46.0,85,100,5.01,RU,1601231437,Northern Hemisphere
Manacapuru,-3.3,-60.62,78.8,83,40,3.36,BR,1601231437,Southern Hemisphere
San Quintín,30.48,-115.95,74.84,60,0,8.23,MX,1601231438,Southern Hemisphere
Hyères,43.12,6.12,59.0,51,99,10.29,FR,1601231438,Northern Hemisphere
Forsytheganj,52.63,29.73,60.62,82,100,9.44,BY,1601231438,Northern Hemisphere
Kankakee,41.15,-87.87,80.01,57,40,6.93,US,1601231368,Southern Hemisphere
Vanimo,-2.67,141.3,78.1,81,66,4.0,PG,1601231439,Northern Hemisphere
Sinop Province,41.77,34.87,62.92,61,0,2.19,TR,1601231439,Northern Hemisphere
Tasiilaq,65.61,-37.64,37.4,86,97,9.17,GL,1601231439,Southern Hemisphere
Nanzhang,31.78,111.84,68.63,75,98,2.01,CN,1601231439,Northern Hemisphere
Hanna,51.63,-111.9,55.99,39,13,15.99,CA,1601231414,Southern Hemisphere
Lowestoft,52.48,1.75,54.0,97,100,8.99,GB,1601231416,Northern Hemisphere
Ayan,56.45,138.17,51.49,93,100,7.52,RU,1601231440,Northern Hemisphere
Tezu,27.92,96.17,73.38,86,100,3.2,IN,1601231440,Northern Hemisphere
Biak,-0.91,122.88,76.73,83,26,8.3,ID,1601231441,Northern Hemisphere
Carutapera,-1.2,-46.02,84.25,65,19,10.67,BR,1601231441,Southern Hemisphere
Le Port,-20.94,55.29,69.8,88,100,8.05,RE,1601231441,Northern Hemisphere
Vágur,61.47,-6.81,48.49,81,100,27.69,FO,1601231441,Southern Hemisphere
Kuopio,62.89,27.68,55.4,93,44,3.36,FI,1601231442,Northern Hemisphere
Kristiansund,63.11,7.73,51.8,81,45,5.82,NO,1601231442,Northern Hemisphere
Alice Springs,-23.7,133.88,62.6,20,0,8.05,AU,1601231442,Northern Hemisphere
Assiut,27.18,31.18,87.8,38,0,9.17,EG,1601231443,Northern Hemisphere
Xylaganí,40.98,25.42,70.0,62,0,0.85,GR,1601231443,Northern Hemisphere
Kanchanaburi,14.63,99.1,75.88,88,100,3.24,TH,1601231443,Northern Hemisphere
Tara,56.89,74.37,42.87,96,37,4.43,RU,1601231443,Northern Hemisphere
Togur,58.36,82.83,39.45,86,42,6.35,RU,1601231444,Northern Hemisphere
Parsons,37.34,-95.26,79.0,78,90,9.17,US,1601231282,Southern Hemisphere
Mogok,22.92,96.5,64.6,100,49,2.13,MM,1601231444,Northern Hemisphere
Labuhan,-6.88,112.21,78.17,79,100,12.39,ID,1601231444,Northern Hemisphere
Magadan,59.57,150.8,42.44,91,39,5.61,RU,1601231445,Northern Hemisphere
Wanning,18.8,110.4,79.74,87,100,2.55,CN,1601231445,Northern Hemisphere
Tsabong,-26.02,22.4,59.56,30,0,11.5,BW,1601231445,Northern Hemisphere
Kaili,-3.46,120.21,66.79,90,15,2.57,ID,1601231446,Northern Hemisphere
Niksar,40.59,36.95,64.54,76,0,2.93,TR,1601231446,Northern Hemisphere
Tual,-5.67,132.75,80.31,84,98,16.55,ID,1601231446,Northern Hemisphere
Yantal',56.85,105.25,42.3,82,100,9.28,RU,1601231447,Northern Hemisphere
Labuan,5.28,115.24,77.0,83,20,5.82,MY,1601231447,Northern Hemisphere
Tougue,11.47,-11.6,70.72,89,90,1.21,GN,1601231447,Southern Hemisphere
Moramanga,-18.93,48.2,60.33,94,78,0.94,MG,1601231448,Northern Hemisphere
Ust-Kuyga,70.02,135.6,31.3,98,77,3.18,RU,1601231448,Northern Hemisphere
Hobyo,5.35,48.53,76.51,89,100,15.3,SO,1601231448,Northern Hemisphere
Grindavik,63.84,-22.43,46.4,87,75,14.99,IS,1601231448,Southern Hemisphere
La Cruz,23.92,-106.9,87.64,67,68,8.12,MX,1601231449,Southern Hemisphere
Nouadhibou,20.93,-17.03,77.0,69,0,20.8,MR,1601231292,Southern Hemisphere
Fort Nelson,58.81,-122.7,44.6,93,75,3.36,CA,1601231225,Southern Hemisphere
Petropavlovsk-Kamchatskiy,53.05,158.65,35.6,80,75,6.71,RU,1601231449,Northern Hemisphere
Kupang,-10.17,123.58,76.06,80,0,7.36,ID,1601231449,Northern Hemisphere
Ekhabi,53.51,142.97,43.56,88,0,9.4,RU,1601231450,Northern Hemisphere
Mehamn,71.04,27.85,44.6,68,0,11.41,NO,1601231327,Northern Hemisphere
Hushitai,41.93,123.51,59.0,93,100,6.71,CN,1601231450,Northern Hemisphere
Sangar,63.92,127.47,44.33,95,100,3.94,RU,1601231450,Northern Hemisphere
Nong’an,44.38,125.17,57.2,76,60,6.71,CN,1601231451,Northern Hemisphere
The Pas,53.83,-101.25,48.2,70,90,16.11,CA,1601231451,Southern Hemisphere
Norman Wells,65.28,-126.83,48.2,70,20,9.17,CA,1601231451,Southern Hemisphere
Tuatapere,-46.13,167.68,35.01,95,100,8.01,NZ,1601231451,Northern Hemisphere
Okhotsk,59.38,143.3,49.8,86,97,12.01,RU,1601231452,Northern Hemisphere
Coyhaique,-45.58,-72.07,53.6,50,90,9.17,CL,1601231337,Southern Hemisphere
Flinders,-34.58,150.86,46.0,77,7,1.01,AU,1601231452,Northern Hemisphere
Ilabaya,-17.42,-70.51,72.43,29,0,9.78,PE,1601231452,Southern Hemisphere
Barranca,-10.75,-77.77,66.99,68,10,9.37,PE,1601231453,Southern Hemisphere
Semīrom,31.42,51.57,49.01,48,28,2.24,IR,1601231453,Northern Hemisphere
Bowen,-20.02,148.23,64.4,93,69,6.93,AU,1601231453,Northern Hemisphere
Maricá,-22.92,-42.82,104.0,59,0,6.93,BR,1601231454,Southern Hemisphere
Lata,40.16,-8.33,68.0,73,0,1.99,PT,1601231454,Southern Hemisphere
Tokur,53.13,132.9,46.38,96,100,4.25,RU,1601231454,Northern Hemisphere
Rochegda,62.8,43.25,50.68,94,78,3.06,RU,1601231455,Northern Hemisphere
Dingle,11.0,122.67,76.91,86,100,3.53,PH,1601231455,Northern Hemisphere
Caraz,-9.05,-77.81,69.39,44,89,8.52,PE,1601231455,Southern Hemisphere
Teya,60.38,92.63,36.86,91,33,5.17,RU,1601231455,Northern Hemisphere
Malbork,54.04,19.03,61.0,100,100,13.11,PL,1601231456,Northern Hemisphere
Amberley,39.2,-84.43,78.01,57,75,13.87,US,1601231456,Southern Hemisphere
Tocopilla,-22.09,-70.2,66.2,49,21,9.66,CL,1601231456,Southern Hemisphere
Kaeo,-35.1,173.78,53.01,92,6,7.0,NZ,1601231457,Northern Hemisphere
Mossamedes,-15.2,12.15,65.08,84,94,4.54,AO,1601231457,Northern Hemisphere
Laas,46.62,10.7,42.8,67,5,5.82,IT,1601231457,Northern Hemisphere
Mount Gambier,-37.83,140.77,35.6,93,0,4.72,AU,1601231457,Northern Hemisphere
Akhmīm,26.56,31.75,95.0,17,0,3.36,EG,1601231458,Northern Hemisphere
Pangkalanbuun,-2.68,111.62,74.62,95,97,1.72,ID,1601231458,Northern Hemisphere
Tilichiki,60.47,166.1,33.4,93,0,0.72,RU,1601231458,Northern Hemisphere
Šaľa,48.15,17.88,55.99,82,21,3.0,SK,1601231459,Northern Hemisphere
Dovers,12.88,-61.18,82.4,83,75,2.24,VC,1601231459,Southern Hemisphere
Ilulissat,69.22,-51.1,33.8,69,4,8.05,GL,1601231459,Southern Hemisphere
Storforshei,66.4,14.52,51.8,62,75,16.11,NO,1601231459,Northern Hemisphere
Husavik,66.04,-17.34,44.6,93,75,5.82,IS,1601231460,Southern Hemisphere
Hay River,60.82,-115.8,50.0,81,75,5.73,CA,1601231357,Southern Hemisphere
Amahai,-3.33,128.92,77.45,87,99,3.04,ID,1601231460,Northern Hemisphere
Ayní,39.39,68.54,55.94,37,0,5.97,TJ,1601231460,Northern Hemisphere
Takhtamygda,54.1,123.57,37.74,91,95,2.35,RU,1601231461,Northern Hemisphere
Itarema,-2.92,-39.92,82.13,61,49,19.17,BR,1601231461,Southern Hemisphere
Onega,63.91,38.14,52.57,92,80,5.32,RU,1601231461,Northern Hemisphere
Kudahuvadhoo,2.67,72.89,82.76,68,0,3.2,MV,1601231462,Northern Hemisphere
Narsaq,60.92,-46.05,42.8,45,0,4.7,GL,1601231462,Southern Hemisphere
Seda,57.65,25.75,62.01,73,0,4.0,LV,1601231462,Northern Hemisphere
Nemuro,43.32,145.57,56.37,78,10,22.68,JP,1601231463,Northern Hemisphere
Walvis Bay,-22.96,14.51,60.8,44,0,13.87,NA,1601231463,Northern Hemisphere
Rønne,55.1,14.71,62.6,93,81,8.05,DK,1601231463,Northern Hemisphere
Margate,51.38,1.39,55.99,89,100,4.0,GB,1601231463,Northern Hemisphere
Mujiayingzi,42.12,118.78,54.9,78,0,5.21,CN,1601231464,Northern Hemisphere
Ōkuchi-shinohara,32.07,130.62,66.0,88,0,3.0,JP,1601231464,Northern Hemisphere
Taree,-31.9,152.47,50.0,81,75,6.93,AU,1601231462,Northern Hemisphere
Mogadishu,2.04,45.34,78.1,82,100,14.97,SO,1601231402,Northern Hemisphere
Aklavik,68.22,-135.01,33.8,86,75,2.24,CA,1601231465,Southern Hemisphere
Lorengau,-2.02,147.27,81.14,78,100,4.72,PG,1601231465,Northern Hemisphere
Kangaatsiaq,68.31,-53.46,34.77,84,96,7.92,GL,1601231466,Southern Hemisphere
Wanaka,-44.7,169.15,32.47,90,4,6.58,NZ,1601231466,Northern Hemisphere
Ol'ga,43.74,135.29,46.44,89,0,3.89,RU,1601231466,Northern Hemisphere
Romanovka,51.74,42.75,54.36,40,0,12.01,RU,1601231466,Northern Hemisphere
Dubai,25.26,55.3,90.0,75,20,4.7,AE,1601231467,Northern Hemisphere
Mahibadhoo,3.78,72.97,81.28,75,0,2.53,MV,1601231467,Northern Hemisphere
Saint Anthony,45.02,-93.22,64.4,51,40,17.22,US,1601231467,Southern Hemisphere
Khani,41.96,42.96,66.2,88,0,4.7,GE,1601231468,Northern Hemisphere
Hofn,64.25,-15.21,48.2,100,90,14.99,IS,1601231397,Southern Hemisphere
Tehachapi,35.13,-118.45,84.0,19,61,14.0,US,1601231468,Southern Hemisphere
Gander,48.97,-54.59,64.4,68,90,16.11,CA,1601231240,Southern Hemisphere
Nuuk,64.18,-51.72,35.6,80,75,10.29,GL,1601231468,Southern Hemisphere
Nioro,13.35,-15.75,79.45,90,91,5.7,GM,1601231469,Southern Hemisphere
Lompoc,34.64,-120.46,75.99,64,1,3.56,US,1601231330,Southern Hemisphere
Fairbanks,64.84,-147.72,44.01,81,1,5.82,US,1601231249,Southern Hemisphere
Acapulco de Juárez,16.86,-99.89,84.2,79,90,6.93,MX,1601231201,Southern Hemisphere
Praia,14.92,-23.51,84.2,79,75,4.7,CV,1601231381,Southern Hemisphere
Alekseyevsk,57.84,108.35,44.35,80,100,9.55,RU,1601231470,Northern Hemisphere
Vostok,46.49,135.88,38.66,87,0,4.05,RU,1601231470,Northern Hemisphere
Ancud,-41.87,-73.82,55.0,79,100,1.01,CL,1601231470,Southern Hemisphere
Gamba,-2.65,10.0,74.91,77,21,7.67,GA,1601231471,Northern Hemisphere
Sobolevo,54.43,31.9,55.6,77,100,15.61,RU,1601231471,Northern Hemisphere
Puerto Madryn,-42.77,-65.04,61.63,32,0,7.43,AR,1601231450,Southern Hemisphere
San Policarpo,12.18,125.51,82.24,77,11,5.19,PH,1601231471,Northern Hemisphere
Naze,28.37,129.48,77.0,78,40,5.82,JP,1601231472,Northern Hemisphere
Jalu,29.03,21.55,90.23,24,0,6.93,LY,1601231472,Northern Hemisphere
Barcelos,41.54,-8.62,66.99,72,0,10.29,PT,1601231472,Southern Hemisphere
Campbell River,50.02,-125.24,54.0,100,90,0.98,CA,1601231408,Southern Hemisphere
Mandiana,10.63,-8.68,76.5,86,76,3.87,GN,1601231472,Southern Hemisphere
Aswān,24.09,32.91,90.93,15,0,8.34,EG,1601231473,Northern Hemisphere
Jacmel,18.23,-72.53,84.76,66,34,5.08,HT,1601231473,Southern Hemisphere
Fortuna,40.6,-124.16,71.01,72,20,8.05,US,1601231297,Southern Hemisphere
Lafiagi,8.87,5.42,78.44,75,14,2.19,NG,1601231474,Northern Hemisphere
Jales,-20.27,-50.55,100.15,16,69,5.75,BR,1601231474,Southern Hemisphere
Hervey Bay,-25.3,152.85,55.0,76,0,4.0,AU,1601231474,Northern Hemisphere
Oranjemund,-28.55,16.43,56.17,71,0,8.1,NA,1601231474,Northern Hemisphere
Vilyuysk,63.76,121.62,36.25,94,62,6.02,RU,1601231475,Northern Hemisphere
São Félix do Xingu,-6.64,-51.99,93.49,36,91,3.06,BR,1601231475,Southern Hemisphere
Mundi,22.07,76.5,74.61,83,0,6.38,IN,1601231475,Northern Hemisphere
Tucuruí,-3.77,-49.67,93.0,43,99,4.32,BR,1601231476,Southern Hemisphere
Imeni Poliny Osipenko,52.42,136.49,47.52,80,100,7.94,RU,1601231476,Northern Hemisphere
Ciudad Bolivar,8.12,-63.55,92.1,49,63,3.27,VE,1601231476,Southern Hemisphere
Vila Velha,-20.33,-40.29,86.0,62,0,14.99,BR,1601231218,Southern Hemisphere
Hudson Bay,52.85,-102.38,51.55,59,92,13.42,CA,1601231477,Southern Hemisphere
Mbandaka,0.05,18.26,73.67,91,100,3.74,CD,1601231477,Northern Hemisphere
Inhambane,-23.86,35.38,72.64,91,20,6.46,MZ,1601231477,Northern Hemisphere
Kvarkeno,52.08,59.73,51.37,53,0,2.82,RU,1601231477,Northern Hemisphere
Sawtell,-30.38,153.1,57.2,62,90,9.17,AU,1601231478,Northern Hemisphere
Saint-Pierre,-21.34,55.48,69.8,64,100,5.82,RE,1601231478,Northern Hemisphere
Spassk-Dal'niy,44.6,132.82,49.32,84,0,6.33,RU,1601231478,Northern Hemisphere
Bissau,11.86,-15.6,89.6,66,40,4.7,GW,1601231478,Southern Hemisphere
Malé,4.17,73.51,84.2,79,75,3.36,MV,1601231395,Northern Hemisphere
Chotila,22.42,71.18,77.36,80,0,10.94,IN,1601231479,Northern Hemisphere
San Jerónimo,-11.95,-75.28,63.77,39,21,9.42,PE,1601231479,Southern Hemisphere
Zarubino,42.63,131.09,56.19,87,0,5.14,RU,1601231479,Northern Hemisphere
Ferkessédougou,9.6,-5.2,77.36,78,0,3.09,CI,1601231480,Southern Hemisphere
Malartic,48.13,-78.13,66.2,82,90,18.34,CA,1601231480,Southern Hemisphere
Altay,47.87,88.12,37.85,70,0,1.61,CN,1601231480,Northern Hemisphere
Katherine,-14.47,132.27,77.0,29,99,4.7,AU,1601231481,Northern Hemisphere
Oliva,38.92,-0.12,69.01,5,0,1.99,ES,1601231481,Southern Hemisphere
Ngong,-1.36,36.66,73.4,46,40,6.93,KE,1601231502,Northern Hemisphere
Tāybād,34.74,60.78,59.92,31,0,10.63,IR,1601231502,Northern Hemisphere
Abu Dhabi,24.47,54.37,89.6,75,0,6.93,AE,1601231503,Northern Hemisphere
Waitati,-45.75,170.57,41.0,52,98,11.01,NZ,1601231503,Northern Hemisphere
Mananjary,-21.22,48.33,70.48,87,73,9.44,MG,1601231503,Northern Hemisphere
Belaya Gora,68.53,146.42,40.06,69,81,4.79,RU,1601231503,Northern Hemisphere
Mumbwa,-14.98,27.06,75.2,20,1,3.22,ZM,1601231504,Northern Hemisphere
Mizdah,31.45,12.98,80.92,21,26,12.53,LY,1601231504,Northern Hemisphere
Souillac,-20.52,57.52,71.6,83,40,11.41,MU,1601231504,Northern Hemisphere
Dajal,29.56,70.38,86.61,25,0,7.94,PK,1601231504,Northern Hemisphere
Bull Savanna,17.89,-77.59,82.36,70,55,4.45,JM,1601231505,Southern Hemisphere
Turaif,31.67,38.66,78.8,34,0,9.17,SA,1601231505,Northern Hemisphere
Namatanai,-3.67,152.43,76.82,91,100,4.59,PG,1601231505,Northern Hemisphere
Muchkapskiy,51.85,42.47,54.97,40,0,12.95,RU,1601231505,Northern Hemisphere
Sarakhs,36.54,61.16,66.2,33,0,2.24,IR,1601231506,Northern Hemisphere
Puerto del Rosario,28.5,-13.86,77.0,65,20,25.28,ES,1601231506,Southern Hemisphere
Aden,12.78,45.04,86.4,79,0,12.59,YE,1601231239,Northern Hemisphere
La Santisima Trinidad,-14.83,-64.9,95.0,53,20,16.11,BO,1601231256,Southern Hemisphere
Dinguiraye,11.3,-10.72,77.22,77,47,2.84,GN,1601231507,Southern Hemisphere
Ginir,7.13,40.7,63.48,80,100,3.62,ET,1601231507,Northern Hemisphere
Grand Bank,47.1,-55.77,64.0,93,90,10.29,CA,1601231507,Southern Hemisphere
Porto Velho,-8.76,-63.9,91.4,52,75,2.24,BR,1601231507,Southern Hemisphere
Vani,42.08,42.52,66.2,88,0,4.7,GE,1601231508,Northern Hemisphere
Kirundo Province,-2.58,30.17,73.0,69,90,5.01,BI,1601231508,Northern Hemisphere
Karratha,-20.74,116.85,66.88,48,0,15.64,AU,1601231508,Northern Hemisphere
Maridi,4.92,29.47,68.88,94,100,2.24,SS,1601231509,Northern Hemisphere
Penzance,50.12,-5.54,53.6,71,100,10.29,GB,1601231509,Southern Hemisphere
Dhidhdhoo,6.88,73.1,81.77,76,0,4.54,MV,1601231509,Northern Hemisphere
Oddur,4.12,43.89,77.23,63,44,17.29,SO,1601231510,Northern Hemisphere
Faya,18.39,42.45,75.2,13,29,6.93,SA,1601231357,Northern Hemisphere
Kutum,14.2,24.67,71.47,80,100,10.92,SD,1601231510,Northern Hemisphere
Xalapa,19.53,-96.92,75.52,69,41,5.03,MX,1601231363,Southern Hemisphere
Quang Ngai,15.12,108.8,77.77,86,100,4.47,VN,1601231400,Northern Hemisphere
Adrar,20.5,-10.07,98.49,12,0,10.47,MR,1601231511,Southern Hemisphere
São João da Barra,-21.64,-41.05,87.8,48,46,16.11,BR,1601231511,Southern Hemisphere
Horta,38.53,-28.63,73.4,83,40,6.93,PT,1601231232,Southern Hemisphere
Lengshuijiang,27.69,111.43,62.24,91,99,1.41,CN,1601231511,Northern Hemisphere
Saint-Joseph,-21.37,55.62,69.8,64,100,5.82,RE,1601231512,Northern Hemisphere
Chapais,49.78,-74.85,62.6,88,90,16.11,CA,1601231377,Southern Hemisphere
Acajutla,13.59,-89.83,84.0,72,13,8.19,SV,1601231512,Southern Hemisphere
Pozo Colorado,-23.49,-58.8,89.24,45,82,15.95,PY,1601231512,Southern Hemisphere
La Libertad,-2.23,-80.9,73.4,73,75,9.17,EC,1601231513,Southern Hemisphere
Coquimbo,-29.95,-71.34,60.8,59,0,13.87,CL,1601231331,Southern Hemisphere
Tabou,4.42,-7.35,77.23,86,47,7.47,CI,1601231513,Southern Hemisphere
Krasnosel'kup,65.7,82.47,49.51,78,100,25.17,RU,1601231513,Northern Hemisphere
Eenhana,-17.47,16.33,86.0,8,0,3.36,NA,1601231514,Northern Hemisphere
Tessalit,20.2,1.01,94.01,10,0,3.29,ML,1601231292,Northern Hemisphere
Metković,43.05,17.65,68.0,56,75,17.22,HR,1601231514,Northern Hemisphere
Huarmey,-10.07,-78.15,68.79,65,10,10.49,PE,1601231514,Southern Hemisphere
Aksu,41.12,80.26,58.59,33,72,5.41,CN,1601231515,Northern Hemisphere
Kalmunai,7.42,81.82,80.28,79,100,8.08,LK,1601231515,Northern Hemisphere
Sistranda,63.73,8.83,57.2,76,15,11.41,NO,1601231515,Northern Hemisphere
Grants,35.15,-107.85,80.6,11,1,14.99,US,1601231515,Southern Hemisphere
Bonavista,48.65,-53.11,62.24,74,100,22.37,CA,1601231516,Southern Hemisphere
Iskateley,67.68,53.15,38.07,81,0,5.46,RU,1601231516,Northern Hemisphere
Plantation,26.13,-80.23,91.0,66,40,12.75,US,1601231516,Southern Hemisphere
Madera,37.17,-119.83,84.0,36,15,4.0,US,1601231516,Southern Hemisphere
Esil,51.96,66.4,46.13,64,97,1.57,KZ,1601231517,Northern Hemisphere
Oistins,13.07,-59.53,84.2,74,20,9.17,BB,1601231517,Southern Hemisphere
Montluçon,46.33,2.6,46.99,95,100,15.57,FR,1601231517,Northern Hemisphere
Camacha,33.08,-16.33,71.6,64,40,12.75,PT,1601231315,Southern Hemisphere
Middletown,39.52,-84.4,78.01,57,75,12.75,US,1601231485,Southern Hemisphere
Honningsvåg,70.98,25.97,44.6,59,20,11.41,NO,1601231518,Northern Hemisphere
Lüderitz,-26.65,15.16,56.44,62,0,21.81,NA,1601231329,Northern Hemisphere
Korsakov,46.63,142.78,46.4,93,75,11.18,RU,1601231518,Northern Hemisphere
Hare Bay,48.85,-54.01,64.4,68,90,16.11,CA,1601231518,Southern Hemisphere
Balasheyka,53.28,48.09,51.4,51,87,3.49,RU,1601231519,Northern Hemisphere
Porkhov,57.77,29.56,62.6,59,0,6.71,RU,1601231519,Northern Hemisphere
San Marcos,33.14,-117.17,75.99,73,75,6.93,US,1601231410,Southern Hemisphere
Kollegāl,12.15,77.12,71.02,89,99,3.09,IN,1601231346,Northern Hemisphere
Torbay,47.67,-52.73,66.2,68,90,19.46,CA,1601231520,Southern Hemisphere
Killybegs,54.63,-8.45,59.0,93,90,8.05,IE,1601231520,Southern Hemisphere
Hamilton,39.18,-84.53,78.01,57,75,13.87,US,1601231504,Southern Hemisphere
Oodweyne,9.41,45.06,81.88,44,37,5.86,SO,1601231521,Northern Hemisphere
Araguaína,-7.19,-48.21,100.56,22,50,2.57,BR,1601231471,Southern Hemisphere
Tayu,-6.54,111.05,77.59,80,100,6.17,ID,1601231521,Northern Hemisphere
Kununurra,-15.77,128.73,77.0,94,99,6.29,AU,1601231521,Northern Hemisphere
Kahului,20.89,-156.47,82.4,61,20,13.87,US,1601231522,Southern Hemisphere
Niamey,13.51,2.11,82.4,51,20,14.99,NE,1601231329,Northern Hemisphere
Padang,-0.95,100.35,77.86,72,100,2.91,ID,1601231522,Northern Hemisphere
Buenos Aires,-34.61,-58.38,63.0,72,75,13.87,AR,1601231304,Southern Hemisphere
Akoupé,6.39,-3.9,73.42,94,83,1.92,CI,1601231523,Southern Hemisphere
Ust-Maya,60.42,134.53,51.15,88,100,1.86,RU,1601231523,Northern Hemisphere
Bubaque,11.28,-15.83,82.0,75,52,8.97,GW,1601231523,Southern Hemisphere
Silvânia,-16.66,-48.61,93.2,14,40,8.05,BR,1601231524,Southern Hemisphere
Port Jervis,41.38,-74.69,77.0,69,95,5.66,US,1601231524,Southern Hemisphere
Vestmanna,62.16,-7.17,48.2,81,100,20.8,FO,1601231524,Southern Hemisphere
Hirara,24.8,125.28,77.31,77,100,9.69,JP,1601231524,Northern Hemisphere
Ingrāj Bāzār,25.0,88.15,79.12,89,100,6.64,IN,1601231525,Northern Hemisphere
Kapuskasing,49.42,-82.43,64.4,77,75,16.11,CA,1601231525,Southern Hemisphere
Baruun-Urt,46.68,113.28,42.33,64,100,8.7,MN,1601231525,Northern Hemisphere
Ust'-Karsk,52.7,118.81,38.43,76,0,3.74,RU,1601231525,Northern Hemisphere
Nueva Italia,-25.62,-57.5,91.4,41,50,16.11,PY,1601231526,Southern Hemisphere
Bukachacha,52.98,116.92,35.24,85,21,3.56,RU,1601231526,Northern Hemisphere
Bariloche,-41.15,-71.31,55.4,35,100,19.46,AR,1601231526,Southern Hemisphere
Jimo,36.39,120.46,66.99,82,14,2.24,CN,1601231527,Northern Hemisphere
Maputo,-25.97,32.59,70.0,79,59,4.0,MZ,1601231395,Northern Hemisphere
Vestmannaeyjar,63.44,-20.27,46.4,100,75,14.99,IS,1601231527,Southern Hemisphere
Okha,53.57,142.95,44.46,86,0,10.13,RU,1601231527,Northern Hemisphere
Hässleholm,56.16,13.77,64.0,82,84,8.86,SE,1601231528,Northern Hemisphere
Belyy Yar,53.6,91.39,35.6,93,97,2.24,RU,1601231528,Northern Hemisphere
Alofi,-19.06,-169.92,73.4,88,91,14.99,NU,1601231528,Southern Hemisphere
Sungai Penuh,-2.08,101.38,65.62,88,100,1.34,ID,1601231528,Northern Hemisphere
Goderich,43.75,-81.72,80.01,71,89,8.99,CA,1601231345,Southern Hemisphere
Mackay,-21.15,149.2,64.4,93,40,5.82,AU,1601231476,Northern Hemisphere
Natal,-5.79,-35.21,86.0,66,20,18.34,BR,1601231494,Southern Hemisphere
Umm Kaddadah,13.6,26.69,88.61,45,59,5.46,SD,1601231399,Northern Hemisphere
Phetchaburi,12.97,99.58,74.64,93,100,4.0,TH,1601231529,Northern Hemisphere
Vega de Alatorre,20.03,-96.63,86.5,64,33,7.49,MX,1601231529,Southern Hemisphere
Arlit,18.74,7.39,98.06,14,9,8.28,NE,1601231530,Northern Hemisphere
Meulaboh,4.14,96.13,77.34,86,100,3.09,ID,1601231530,Northern Hemisphere
Rosarito,32.33,-117.03,73.4,64,20,5.82,MX,1601231530,Southern Hemisphere
Gilgit,35.92,74.31,65.55,34,50,4.14,PK,1601231531,Northern Hemisphere
Yakovlevka,44.42,133.48,44.83,87,0,3.67,RU,1601231531,Northern Hemisphere
Krasnoborsk,61.56,45.93,50.61,91,59,3.85,RU,1601231531,Northern Hemisphere
Seville,37.38,-5.98,81.0,34,18,2.24,ES,1601231286,Southern Hemisphere
Zonguldak,41.25,31.83,61.29,72,16,3.33,TR,1601231532,Northern Hemisphere
Pinega,64.7,43.39,50.27,84,100,5.12,RU,1601231532,Northern Hemisphere
Kattivākkam,13.22,80.32,82.4,83,40,6.93,IN,1601231532,Northern Hemisphere
Harper,4.38,-7.72,77.65,85,32,7.49,LR,1601231533,Southern Hemisphere
Canora,51.63,-102.43,53.6,71,90,23.04,CA,1601231533,Southern Hemisphere
Caarapó,-22.63,-54.82,94.91,32,10,10.96,BR,1601231533,Southern Hemisphere
Luanda,-8.84,13.23,73.4,78,21,6.93,AO,1601231237,Northern Hemisphere
Marabá,-5.37,-49.12,93.2,52,20,8.05,BR,1601231534,Southern Hemisphere
Port Pirie,-33.18,138.02,59.0,47,13,11.41,AU,1601231534,Northern Hemisphere
Sychëvka,55.83,34.27,53.62,61,100,9.33,RU,1601231534,Northern Hemisphere
