City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Hemisphere
Vilhena,-12.74,-60.15,75.2,78,75,3.36,BR,1601420134,Southern Hemisphere
Toma,12.77,-2.88,82.33,60,52,7.58,BF,1601420135,Northern Hemisphere
Muroto-misakicho,33.28,134.15,66.2,93,75,3.36,JP,1601420135,Northern Hemisphere
Olafsvik,64.89,-23.71,40.32,85,87,10.18,IS,1601420135,Northern Hemisphere
Sakakah,29.97,40.21,82.4,18,0,6.93,SA,1601420031,Northern Hemisphere
Alakurtti,66.97,30.35,37.99,96,75,1.45,RU,1601420136,Northern Hemisphere
Luena,-11.78,19.92,64.15,88,91,6.93,AO,1601419877,Southern Hemisphere
Enshi,30.3,109.48,61.92,84,93,1.83,CN,1601420136,Northern Hemisphere
Valvedditturai,9.82,80.17,80.76,79,89,16.96,LK,1601420137,Northern Hemisphere
Emba,48.83,58.14,52.52,43,0,7.36,KZ,1601420137,Northern Hemisphere
Tessalit,20.2,1.01,89.31,12,77,6.22,ML,1601420137,Northern Hemisphere
Hasilpur,29.71,72.56,80.94,26,0,6.26,PK,1601420138,Northern Hemisphere
Kuminskiy,58.67,66.57,39.85,85,53,6.76,RU,1601420138,Northern Hemisphere
Bakchar,57.02,82.07,31.23,98,76,3.87,RU,1601420138,Northern Hemisphere
Yulara,-25.24,130.99,64.4,68,0,6.93,AU,1601420139,Southern Hemisphere
Corinth,37.94,22.96,70.0,48,1,5.01,GR,1601420139,Northern Hemisphere
Neuquén,-38.95,-68.06,69.8,18,57,14.99,AR,1601420139,Southern Hemisphere
Sur,22.57,59.53,81.82,49,0,10.18,OM,1601419906,Northern Hemisphere
Nakhon Thai,17.1,100.84,74.35,88,92,2.13,TH,1601420140,Northern Hemisphere
Nampula,-15.12,39.27,65.46,95,0,4.38,MZ,1601420140,Southern Hemisphere
Kruisfontein,-34.0,24.73,46.99,89,0,5.12,ZA,1601420140,Southern Hemisphere
Point Fortin,10.18,-61.68,84.0,85,100,13.47,TT,1601420141,Northern Hemisphere
Nouadhibou,20.93,-17.03,71.6,78,0,16.11,MR,1601420054,Northern Hemisphere
İzmit,40.77,29.92,60.8,100,75,2.24,TR,1601420141,Northern Hemisphere
Arraial do Cabo,-22.97,-42.03,75.2,88,40,8.05,BR,1601420009,Southern Hemisphere
Mulegé,26.88,-111.98,92.57,37,0,6.76,MX,1601420142,Northern Hemisphere
Zhob,31.34,69.45,66.67,27,0,2.19,PK,1601420142,Northern Hemisphere
Saddiqabad,28.31,70.13,81.82,38,0,7.07,PK,1601420142,Northern Hemisphere
Havelock,34.88,-76.9,75.99,94,75,10.29,US,1601420134,Northern Hemisphere
Bennington,42.88,-73.2,64.99,82,90,4.7,US,1601420143,Northern Hemisphere
Līsakovsk,52.54,62.49,47.53,93,24,5.44,KZ,1601420143,Northern Hemisphere
Kaitangata,-46.28,169.85,45.0,67,66,4.0,NZ,1601420143,Southern Hemisphere
Bontang,0.13,117.5,77.67,85,39,2.66,ID,1601420144,Northern Hemisphere
Necochea,-38.55,-58.74,62.01,68,0,5.99,AR,1601419954,Southern Hemisphere
Shimoda,34.67,138.95,64.0,69,34,1.99,JP,1601420144,Northern Hemisphere
Khovd,48.01,91.64,35.67,73,51,3.04,MN,1601420145,Northern Hemisphere
Cherskiy,68.75,161.3,42.67,64,100,14.23,RU,1601420145,Northern Hemisphere
Porangatu,-13.44,-49.15,87.44,18,23,1.28,BR,1601420145,Southern Hemisphere
Conceição do Araguaia,-8.26,-49.26,86.76,45,39,5.37,BR,1601420146,Southern Hemisphere
Saint-Pierre,-21.34,55.48,69.8,73,20,6.93,RE,1601420146,Southern Hemisphere
Miles City,46.41,-105.84,82.4,18,1,18.34,US,1601420100,Northern Hemisphere
Fort-Shevchenko,44.51,50.26,61.36,42,0,16.6,KZ,1601420147,Northern Hemisphere
Lakes Entrance,-37.88,147.98,53.01,89,100,2.57,AU,1601420147,Southern Hemisphere
High Level,58.52,-117.14,60.8,38,40,8.05,CA,1601420147,Northern Hemisphere
Jumla,29.27,82.18,53.24,58,0,4.7,NP,1601420148,Northern Hemisphere
Kafue,-15.77,28.18,71.6,53,70,4.7,ZM,1601420148,Southern Hemisphere
North Branch,45.51,-92.98,64.99,58,100,5.99,US,1601420148,Northern Hemisphere
Parintins,-2.63,-56.74,86.22,42,54,3.49,BR,1601420148,Southern Hemisphere
Saint-Augustin,51.23,-58.65,61.12,89,100,18.28,CA,1601420149,Northern Hemisphere
Donskoye,45.46,41.97,53.6,76,95,17.9,RU,1601420149,Northern Hemisphere
Nantucket,41.28,-70.1,68.0,94,40,5.82,US,1601420149,Northern Hemisphere
Karratha,-20.74,116.85,74.55,25,74,11.41,AU,1601420150,Southern Hemisphere
Kohlu,29.9,69.25,68.29,36,0,1.86,PK,1601420150,Northern Hemisphere
Aksu,41.12,80.26,57.27,35,6,5.77,CN,1601420150,Northern Hemisphere
Caravelas,-17.71,-39.25,74.91,83,0,8.55,BR,1601420151,Southern Hemisphere
Itoman,26.12,127.67,80.6,74,75,12.75,JP,1601420151,Northern Hemisphere
Bishoftu,8.75,38.98,58.1,83,81,3.33,ET,1601420151,Northern Hemisphere
Eureka,40.8,-124.16,69.8,87,90,3.36,US,1601420152,Northern Hemisphere
Denpasar,-8.65,115.22,80.6,100,40,9.17,ID,1601419866,Southern Hemisphere
Kurchum,48.57,83.65,40.51,73,81,10.18,KZ,1601420152,Northern Hemisphere
Terra Santa,-2.1,-56.49,85.78,43,33,2.91,BR,1601420153,Southern Hemisphere
Margate,51.38,1.39,55.0,78,34,13.31,GB,1601420153,Northern Hemisphere
Bouna,9.27,-3.0,72.46,91,100,3.6,CI,1601420153,Northern Hemisphere
Gizo Government Station,-8.1,156.84,82.96,74,49,9.26,SB,1601420154,Southern Hemisphere
Plastun,44.76,136.29,53.49,70,95,6.4,RU,1601420154,Northern Hemisphere
Chicama,-7.84,-79.15,65.01,73,28,8.01,PE,1601420155,Southern Hemisphere
Kahului,20.89,-156.47,87.8,55,20,14.99,US,1601419878,Northern Hemisphere
Phitsanulok,16.92,100.5,72.81,98,98,2.04,TH,1601420155,Northern Hemisphere
Yakeshi,49.28,120.73,36.59,81,29,3.44,CN,1601420111,Northern Hemisphere
Baijiantan,45.63,85.18,46.08,53,0,3.44,CN,1601420156,Northern Hemisphere
Dickinson,29.46,-95.05,80.6,22,1,12.75,US,1601420156,Northern Hemisphere
Saurimo,-9.66,20.39,67.87,88,91,5.08,AO,1601420052,Southern Hemisphere
Lethem,3.38,-59.8,83.98,53,80,6.4,GY,1601420157,Northern Hemisphere
Muli,2.92,73.57,82.35,76,100,8.14,MV,1601420157,Northern Hemisphere
Roald,62.58,6.13,53.6,93,100,3.36,NO,1601420157,Northern Hemisphere
Broome,42.25,-75.83,55.0,93,90,3.36,US,1601419975,Northern Hemisphere
Toledo,39.83,-4.0,66.99,29,30,1.59,ES,1601420158,Northern Hemisphere
Hasaki,35.73,140.83,64.4,77,20,12.75,JP,1601420158,Northern Hemisphere
Coari,-4.08,-63.14,83.55,62,60,2.42,BR,1601420158,Southern Hemisphere
Nelson Bay,-32.72,152.15,66.0,63,98,8.05,AU,1601420158,Southern Hemisphere
Puerto Armuelles,8.28,-82.87,68.0,98,90,9.01,PA,1601420159,Northern Hemisphere
Cayenne,4.93,-52.33,82.4,78,69,3.36,GF,1601420159,Northern Hemisphere
Linxia Chengguanzhen,35.6,103.21,53.96,86,99,1.7,CN,1601420097,Northern Hemisphere
Saint Anthony,45.02,-93.22,64.99,48,1,4.7,US,1601420159,Northern Hemisphere
Zeya,53.75,127.27,40.51,73,0,2.57,RU,1601420160,Northern Hemisphere
Kurya,51.6,82.29,34.2,90,96,8.88,RU,1601420160,Northern Hemisphere
Sturgeon Bay,44.83,-87.38,55.4,76,90,5.82,US,1601420160,Northern Hemisphere
Kuril'sk,45.23,147.88,57.87,77,100,7.45,RU,1601420161,Northern Hemisphere
Mt. Pleasant,32.79,-79.86,77.0,100,75,9.17,US,1601420161,Northern Hemisphere
Belyy Yar,53.6,91.39,35.6,80,100,8.95,RU,1601420161,Northern Hemisphere
Hofn,64.25,-15.21,47.97,93,100,15.59,IS,1601420023,Northern Hemisphere
Bilibino,68.05,166.44,39.04,69,100,2.28,RU,1601420162,Northern Hemisphere
Buala,-8.14,159.59,84.15,67,54,5.03,SB,1601420162,Southern Hemisphere
Dawei,14.08,98.2,77.68,90,95,5.03,MM,1601420163,Northern Hemisphere
Rosita,13.93,-84.4,83.48,70,25,3.0,NI,1601420163,Northern Hemisphere
Lompoc,34.64,-120.46,77.0,64,1,17.22,US,1601419991,Northern Hemisphere
Tombouctou,20.0,-3.0,95.14,12,0,3.18,ML,1601420164,Northern Hemisphere
Soe,-9.86,124.28,72.59,65,95,3.83,ID,1601420164,Southern Hemisphere
Narsaq,60.92,-46.05,33.8,50,0,4.7,GL,1601420164,Northern Hemisphere
Rodrigues Alves,-7.74,-72.65,73.44,96,97,3.13,BR,1601420165,Southern Hemisphere
Whyalla,-33.03,137.58,55.4,87,75,3.36,AU,1601420165,Southern Hemisphere
Skibbereen,51.55,-9.27,53.6,100,75,19.46,IE,1601420165,Northern Hemisphere
Nazarovo,56.01,90.39,27.25,97,26,2.91,RU,1601420166,Northern Hemisphere
Mayumba,-3.43,10.66,75.29,82,90,6.26,GA,1601420166,Southern Hemisphere
Mehrān,33.12,46.16,68.0,30,0,4.7,IR,1601420166,Northern Hemisphere
Katobu,-4.94,122.53,78.98,81,48,2.84,ID,1601420167,Southern Hemisphere
Shingū,33.73,135.98,69.8,73,40,6.93,JP,1601420167,Northern Hemisphere
Avera,33.19,-82.53,61.0,100,40,8.05,US,1601420167,Northern Hemisphere
Ivanjica,43.58,20.23,51.8,100,40,2.64,RS,1601420167,Northern Hemisphere
Takoradze,4.88,-1.76,75.96,92,85,9.48,GH,1601420168,Northern Hemisphere
Pemberton,50.32,-122.8,69.8,56,5,0.85,CA,1601420168,Northern Hemisphere
Gigmoto,13.78,124.39,81.77,75,100,2.51,PH,1601420168,Northern Hemisphere
Wukari,7.85,9.78,70.56,97,86,2.95,NG,1601420169,Northern Hemisphere
Guadalupe,25.68,-100.25,80.6,28,40,6.06,MX,1601420169,Northern Hemisphere
Mattru,7.62,-11.83,74.43,97,100,2.48,SL,1601420169,Northern Hemisphere
Tyrma,50.08,132.17,42.67,73,0,2.04,RU,1601420170,Northern Hemisphere
Victor Harbor,-35.57,138.62,55.0,89,70,14.03,AU,1601420170,Southern Hemisphere
Iqaluit,63.75,-68.51,26.6,68,20,8.05,CA,1601420170,Northern Hemisphere
Carballo,43.21,-8.69,55.0,100,0,4.7,ES,1601420171,Northern Hemisphere
Marrakesh,31.63,-8.01,73.4,60,32,2.24,MA,1601420171,Northern Hemisphere
Anadyr,64.75,177.48,44.6,75,20,4.47,RU,1601420171,Northern Hemisphere
Artigas,-30.4,-56.47,60.66,90,0,9.06,UY,1601420171,Southern Hemisphere
Manado,1.49,124.85,75.2,94,75,2.24,ID,1601420172,Northern Hemisphere
Oddur,4.12,43.89,72.82,75,83,13.96,SO,1601420172,Northern Hemisphere
Shiraz,29.6,52.54,62.6,48,0,1.83,IR,1601420173,Northern Hemisphere
Upington,-28.45,21.26,48.2,14,0,3.36,ZA,1601420173,Southern Hemisphere
Charters Towers,-20.1,146.27,72.39,57,9,15.88,AU,1601420173,Southern Hemisphere
Ust'-Ishim,57.69,71.17,37.45,80,49,5.26,RU,1601420174,Northern Hemisphere
Finote Selam,10.7,37.27,55.92,92,91,2.57,ET,1601420174,Northern Hemisphere
Maraã,-1.83,-65.37,72.18,95,96,1.86,BR,1601420174,Southern Hemisphere
Falāvarjān,32.56,51.51,57.2,22,40,5.12,IR,1601420175,Northern Hemisphere
Camacha,33.08,-16.33,69.8,68,40,9.17,PT,1601420175,Northern Hemisphere
Salym,60.06,71.48,41.04,89,100,9.62,RU,1601420175,Northern Hemisphere
Kochubey,44.39,46.58,62.29,51,97,23.0,RU,1601420176,Northern Hemisphere
Wajima,37.4,136.9,69.64,72,85,10.96,JP,1601420176,Northern Hemisphere
Socorro,31.65,-106.3,79.0,16,5,6.93,US,1601420176,Northern Hemisphere
Praxédis Guerrero,31.37,-106.02,79.0,16,5,6.93,MX,1601420176,Northern Hemisphere
Baishishan,43.58,127.57,46.54,76,0,1.68,CN,1601420177,Northern Hemisphere
Kyren,51.68,102.14,37.58,79,100,2.75,RU,1601420177,Northern Hemisphere
Touros,-5.2,-35.46,75.2,83,23,3.36,BR,1601420177,Southern Hemisphere
Shimanovsk,52.0,127.7,42.35,74,0,2.93,RU,1601420177,Northern Hemisphere
Wattegama,6.8,81.48,77.0,100,75,6.93,LK,1601420178,Northern Hemisphere
Hamilton,39.18,-84.53,62.01,67,75,5.82,US,1601420142,Northern Hemisphere
Macamic,48.75,-79.0,57.2,62,75,12.75,CA,1601420178,Northern Hemisphere
Lima,-12.04,-77.03,64.4,72,40,18.34,PE,1601420176,Southern Hemisphere
Ylöjärvi,61.56,23.6,55.0,100,90,4.7,FI,1601420179,Northern Hemisphere
Tsimmerbude,54.67,20.13,55.99,93,20,2.24,RU,1601420179,Northern Hemisphere
Rosarito,32.33,-117.03,89.6,38,5,9.17,MX,1601420179,Northern Hemisphere
La Ronge,55.1,-105.28,57.2,44,75,14.99,CA,1601420179,Northern Hemisphere
Coquimbo,-29.95,-71.34,57.2,62,1,12.75,CL,1601419995,Southern Hemisphere
Camopi,3.17,-52.32,80.89,63,54,5.68,GF,1601420180,Northern Hemisphere
Port Blair,11.67,92.75,81.03,81,93,16.91,IN,1601420180,Northern Hemisphere
Zhangye,38.93,100.45,52.93,46,95,20.65,CN,1601420181,Northern Hemisphere
Minas,-34.38,-55.24,64.99,55,5,10.29,UY,1601420181,Southern Hemisphere
Mil'kovo,54.72,158.62,43.25,90,97,0.92,RU,1601420181,Northern Hemisphere
Padang,-0.95,100.35,76.37,72,82,4.54,ID,1601420178,Southern Hemisphere
Ouésso,1.61,16.05,70.12,88,7,2.46,CG,1601420182,Northern Hemisphere
Paamiut,61.99,-49.67,34.56,76,0,13.29,GL,1601420182,Northern Hemisphere
Gusau,12.16,6.66,75.43,83,39,7.38,NG,1601420183,Northern Hemisphere
Lumberton,34.62,-79.01,77.0,94,90,8.05,US,1601420183,Northern Hemisphere
Pontianak,-0.03,109.33,74.93,91,100,3.02,ID,1601420183,Southern Hemisphere
‘Āhuimanu,21.44,-157.84,91.4,58,20,9.17,US,1601419968,Northern Hemisphere
Måløy,61.94,5.11,51.8,93,90,3.36,NO,1601420184,Northern Hemisphere
Amapá,1.0,-52.0,81.0,57,39,4.21,BR,1601420184,Northern Hemisphere
Russellville,35.28,-93.13,73.4,33,1,11.41,US,1601419931,Northern Hemisphere
Ugoofaaru,5.67,73.0,81.9,73,89,9.57,MV,1601420185,Northern Hemisphere
Champerico,14.3,-91.92,84.2,79,75,6.93,GT,1601420185,Northern Hemisphere
Palu,-0.89,119.87,77.11,77,89,2.33,ID,1601420185,Southern Hemisphere
Bonavista,48.65,-53.11,61.48,89,20,16.6,CA,1601420010,Northern Hemisphere
Kaeo,-35.1,173.78,61.0,67,68,10.0,NZ,1601420186,Southern Hemisphere
Farīdpur,23.6,89.83,82.4,78,40,4.45,BD,1601420186,Northern Hemisphere
Evensk,61.95,159.23,41.14,91,100,7.49,RU,1601420186,Northern Hemisphere
Richards Bay,-28.78,32.04,62.24,83,99,5.91,ZA,1601420187,Southern Hemisphere
Mujiayingzi,42.12,118.78,44.31,59,2,4.5,CN,1601420187,Northern Hemisphere
Gornopravdinsk,60.05,69.9,42.48,83,100,8.5,RU,1601420188,Northern Hemisphere
Fairbanks,64.84,-147.72,53.6,54,40,4.7,US,1601419980,Northern Hemisphere
Jaral del Progreso,20.37,-101.07,75.2,44,75,11.41,MX,1601420188,Northern Hemisphere
Gmina Końskie,51.19,20.41,55.0,1,100,8.77,PL,1601420188,Northern Hemisphere
Ossora,59.24,163.07,46.24,89,100,17.07,RU,1601420188,Northern Hemisphere
Pachino,36.72,15.09,64.0,83,9,8.19,IT,1601420189,Northern Hemisphere
Puerto Ayacucho,5.66,-67.62,80.6,78,40,2.37,VE,1601420189,Northern Hemisphere
Sørland,67.67,12.69,50.59,87,100,7.7,NO,1601420028,Northern Hemisphere
Phonhong,18.5,102.42,75.52,92,98,1.32,LA,1601420190,Northern Hemisphere
La Asuncion,11.03,-63.86,87.8,66,11,20.8,VE,1601420190,Northern Hemisphere
El Tigre,8.89,-64.25,79.95,75,69,11.01,VE,1601420190,Northern Hemisphere
Wawa,9.9,4.42,73.89,95,93,3.85,NG,1601420191,Northern Hemisphere
Ketchikan,55.34,-131.65,55.4,71,90,9.17,US,1601420188,Northern Hemisphere
Hilton Head,32.22,-80.75,64.99,93,99,10.29,US,1601420191,Northern Hemisphere
Makīnsk,52.63,70.42,36.79,79,74,4.05,KZ,1601420191,Northern Hemisphere
Aykhal,66.0,111.5,23.0,100,90,8.95,RU,1601420192,Northern Hemisphere
Tottori-shi,35.5,134.23,64.4,88,75,5.82,JP,1601420192,Northern Hemisphere
Manaure,11.78,-72.44,86.0,79,75,13.87,CO,1601420192,Northern Hemisphere
Burnie,-41.07,145.92,54.0,89,100,5.99,AU,1601420193,Southern Hemisphere
Maroua,10.59,14.32,75.7,86,73,2.73,CM,1601420193,Northern Hemisphere
Cockburn Town,21.46,-71.14,84.2,74,40,18.34,TC,1601420193,Northern Hemisphere
Çumra,37.57,32.77,55.4,82,0,7.38,TR,1601420194,Northern Hemisphere
St. George's,12.06,-61.75,84.2,79,40,11.41,GD,1601420194,Northern Hemisphere
Mingshui,36.72,117.5,63.0,72,11,2.62,CN,1601420194,Northern Hemisphere
Suntar,62.14,117.63,29.08,94,100,3.47,RU,1601420195,Northern Hemisphere
Puerto del Rosario,28.5,-13.86,73.4,73,24,11.41,ES,1601420195,Northern Hemisphere
Chuzhou,32.32,118.3,71.01,83,0,1.01,CN,1601420195,Northern Hemisphere
Bandraboua,-12.7,45.12,75.2,83,0,5.82,YT,1601420196,Southern Hemisphere
Baraboo,43.47,-89.74,57.99,76,90,8.05,US,1601420196,Northern Hemisphere
Huambo,-12.78,15.74,62.35,75,100,2.35,AO,1601420196,Southern Hemisphere
Arcos,-20.28,-45.54,82.54,25,14,5.91,BR,1601420196,Southern Hemisphere
Port Hardy,50.7,-127.42,60.8,87,5,2.21,CA,1601420079,Northern Hemisphere
Kirensk,57.79,108.11,33.33,94,100,9.62,RU,1601420197,Northern Hemisphere
Kalugumalai,9.15,77.72,80.65,63,100,10.8,IN,1601420197,Northern Hemisphere
Eunice,30.49,-92.42,75.2,35,1,10.29,US,1601420198,Northern Hemisphere
Rome,43.21,-75.46,55.4,93,90,2.82,US,1601419963,Northern Hemisphere
Jiwani,25.05,61.74,80.37,78,0,4.05,PK,1601420198,Northern Hemisphere
Porto Santo,33.07,-16.34,69.8,68,40,9.17,PT,1601420198,Northern Hemisphere
Samarai,-10.62,150.67,79.14,84,54,16.08,PG,1601420199,Southern Hemisphere
Barcelos,41.54,-8.62,62.01,93,0,3.78,PT,1601420199,Northern Hemisphere
Kautokeino,69.01,23.04,41.52,92,22,6.85,NO,1601420199,Northern Hemisphere
São José da Coroa Grande,-8.9,-35.15,74.95,78,3,8.99,BR,1601420200,Southern Hemisphere
Kiama,-34.68,150.87,64.0,58,100,14.0,AU,1601420200,Southern Hemisphere
Quatis,-22.41,-44.26,69.84,89,55,2.21,BR,1601420200,Southern Hemisphere
Guerrero Negro,27.98,-114.06,91.36,28,0,12.57,MX,1601420201,Northern Hemisphere
Hay River,60.82,-115.8,50.0,71,75,21.92,CA,1601420201,Northern Hemisphere
Bahía Blanca,-38.72,-62.27,64.8,28,0,8.19,AR,1601420201,Southern Hemisphere
Aswān,24.09,32.91,82.18,22,0,2.68,EG,1601420048,Northern Hemisphere
Vila Franca do Campo,37.72,-25.43,66.2,72,20,11.41,PT,1601420145,Northern Hemisphere
Distrikt Brokopondo,4.75,-55.17,83.25,55,64,11.27,SR,1601420202,Northern Hemisphere
Turukhansk,65.82,87.98,33.76,97,100,10.27,RU,1601420202,Northern Hemisphere
Sochi,43.6,39.73,69.01,77,65,11.18,RU,1601420202,Northern Hemisphere
Haines Junction,60.75,-137.51,46.98,54,87,2.24,CA,1601420203,Northern Hemisphere
Springfield,37.22,-93.3,69.01,40,8,7.0,US,1601420203,Northern Hemisphere
Sedro-Woolley,48.5,-122.24,75.0,60,1,11.41,US,1601420203,Northern Hemisphere
Øksfjord,70.24,22.35,46.4,87,55,11.41,NO,1601420203,Northern Hemisphere
Srednekolymsk,67.45,153.68,43.52,89,92,7.96,RU,1601420204,Northern Hemisphere
Kumul,42.8,93.45,47.32,48,0,18.14,CN,1601420204,Northern Hemisphere
Igarka,67.47,86.58,35.62,96,100,12.64,RU,1601420204,Northern Hemisphere
Salinópolis,-0.61,-47.36,80.02,80,7,13.2,BR,1601420205,Southern Hemisphere
Pacifica,37.61,-122.49,79.0,87,90,5.82,US,1601420014,Northern Hemisphere
Japura,-0.32,102.35,73.65,90,100,1.7,ID,1601420205,Southern Hemisphere
Kitimat,54.05,-128.65,57.0,91,92,5.3,CA,1601420206,Northern Hemisphere
Ust-Maya,60.42,134.53,36.93,86,88,3.29,RU,1601420206,Northern Hemisphere
North Platte,41.12,-100.77,84.2,18,1,14.99,US,1601420206,Northern Hemisphere
Klaksvík,62.23,-6.59,50.0,93,13,19.46,FO,1601420207,Northern Hemisphere
Licata,37.11,13.95,62.01,93,21,3.36,IT,1601420207,Northern Hemisphere
Ciudad del Carmen,18.63,-91.83,86.0,74,40,10.29,MX,1601420143,Northern Hemisphere
Sambava,-14.27,50.17,73.89,82,33,8.75,MG,1601420053,Southern Hemisphere
Beringovskiy,63.05,179.32,43.93,65,34,0.69,RU,1601420207,Northern Hemisphere
Yinchuan,38.47,106.27,59.72,65,74,2.21,CN,1601420208,Northern Hemisphere
Mestia,43.05,42.73,50.97,60,100,1.99,GE,1601420208,Northern Hemisphere
Iquitos,-3.75,-73.25,73.4,94,75,5.82,PE,1601420208,Southern Hemisphere
Rawson,-43.3,-65.1,47.41,84,67,11.16,AR,1601419991,Southern Hemisphere
Yicheng,31.37,119.87,63.0,99,9,1.99,CN,1601420209,Northern Hemisphere
Makakilo City,21.35,-158.09,91.4,58,1,12.75,US,1601420209,Northern Hemisphere
Karla,59.37,24.93,55.4,93,90,4.7,EE,1601420209,Northern Hemisphere
Guadalupe y Calvo,26.1,-106.97,70.27,36,0,5.66,MX,1601420210,Northern Hemisphere
Grand Gaube,-20.01,57.66,71.01,83,93,4.0,MU,1601420210,Southern Hemisphere
Meulaboh,4.14,96.13,76.69,88,100,4.85,ID,1601420210,Northern Hemisphere
Lingao,19.91,109.69,79.63,85,100,2.89,CN,1601420211,Northern Hemisphere
Aberfeldy,56.62,-3.86,43.0,90,69,4.5,GB,1601420211,Northern Hemisphere
Marystown,47.17,-55.15,66.0,100,71,3.0,CA,1601420211,Northern Hemisphere
Althofen,46.88,14.47,46.4,93,39,5.82,AT,1601420211,Northern Hemisphere
Konakovo,56.7,36.77,50.88,63,100,5.77,RU,1601420212,Northern Hemisphere
Lipetsk,52.6,39.57,48.2,45,99,8.95,RU,1601420212,Northern Hemisphere
Yuncheng,35.02,110.99,60.04,81,0,6.13,CN,1601420212,Northern Hemisphere
Prince Rupert,54.32,-130.32,59.0,82,90,4.7,CA,1601420212,Northern Hemisphere
Bayan,46.08,127.4,46.67,75,0,3.09,CN,1601420213,Northern Hemisphere
Ahtopol,42.1,27.95,63.0,82,40,16.11,BG,1601420213,Northern Hemisphere
Senneterre,48.38,-77.23,57.2,71,75,6.93,CA,1601420213,Northern Hemisphere
Porto Murtinho,-21.7,-57.88,89.98,37,72,5.35,BR,1601420214,Southern Hemisphere
Balkhash,46.84,74.98,45.88,57,0,23.24,KZ,1601420214,Northern Hemisphere
Khani,41.96,42.96,69.8,46,100,38.03,GE,1601420214,Northern Hemisphere
Matamoros,25.53,-103.25,78.8,27,5,8.99,MX,1601420214,Northern Hemisphere
Corpus Christi,27.8,-97.4,82.99,21,20,11.41,US,1601420157,Northern Hemisphere
Kargat,55.2,80.28,31.82,96,35,2.93,RU,1601420215,Northern Hemisphere
Nizhniy Tsasuchey,50.52,115.13,38.91,73,0,2.68,RU,1601420215,Northern Hemisphere
Djibo,14.1,-1.63,90.37,36,46,12.8,BF,1601420216,Northern Hemisphere
Amahai,-3.33,128.92,80.17,80,93,2.26,ID,1601420216,Southern Hemisphere
Altar,30.7,-111.82,102.0,20,0,1.01,MX,1601420216,Northern Hemisphere
Mina,26.0,-100.53,77.0,29,40,3.36,MX,1601420216,Northern Hemisphere
Ust'-Koksa,50.27,85.61,31.53,94,98,0.58,RU,1601420217,Northern Hemisphere
Moerai,-22.43,-151.33,72.14,73,40,18.45,PF,1601420217,Southern Hemisphere
College,64.86,-147.8,53.6,57,40,3.87,US,1601420217,Northern Hemisphere
Lavrentiya,65.58,-171.0,37.44,76,0,2.08,RU,1601420218,Northern Hemisphere
Marawi,8.0,124.29,73.99,87,57,5.99,PH,1601420218,Northern Hemisphere
Curup,-3.47,102.53,67.86,89,96,3.98,ID,1601420218,Southern Hemisphere
Rafai,4.95,23.92,68.38,96,86,0.98,CF,1601420219,Northern Hemisphere
Mackay,-21.15,149.2,75.2,53,0,14.99,AU,1601420219,Southern Hemisphere
Revelstoke,50.98,-118.2,66.2,63,1,4.7,CA,1601420219,Northern Hemisphere
Tamiahua,21.27,-97.45,72.7,71,99,9.31,MX,1601420220,Northern Hemisphere
Sept-Îles,50.2,-66.38,60.8,87,75,6.93,CA,1601420017,Northern Hemisphere
Mehamn,71.04,27.85,49.1,87,18,11.81,NO,1601420099,Northern Hemisphere
Lake Wales,27.9,-81.59,77.0,100,75,6.93,US,1601420220,Northern Hemisphere
Portland,45.52,-122.68,88.0,34,20,2.13,US,1601420220,Northern Hemisphere
Nemuro,43.32,145.57,58.48,75,100,9.48,JP,1601420221,Northern Hemisphere
Sapa,5.15,120.32,80.85,75,100,2.73,PH,1601420221,Northern Hemisphere
Mitsamiouli,-11.38,43.28,76.37,75,2,4.21,KM,1601420222,Southern Hemisphere
Hearst,49.68,-83.67,49.21,94,74,1.92,CA,1601420222,Northern Hemisphere
Lanquín,15.57,-89.97,77.0,86,61,1.59,GT,1601420223,Northern Hemisphere
La Macarena,2.18,-73.78,74.39,91,78,5.08,CO,1601420223,Northern Hemisphere
Constitución,-35.33,-72.42,51.4,82,96,14.12,CL,1601420223,Southern Hemisphere
Buckeye,33.37,-112.58,100.99,10,1,6.93,US,1601420224,Northern Hemisphere
Pangody,65.85,74.49,35.87,88,80,8.1,RU,1601420224,Northern Hemisphere
Milledgeville,33.08,-83.23,60.8,82,90,8.05,US,1601420224,Northern Hemisphere
Mayo,38.89,-76.51,75.0,94,90,10.29,US,1601420050,Northern Hemisphere
Māngrol,21.12,70.12,78.62,80,12,9.8,IN,1601420225,Northern Hemisphere
Dalton,34.77,-84.97,62.6,67,75,3.36,US,1601420178,Northern Hemisphere
Saryagash,41.45,69.17,53.6,76,40,9.17,KZ,1601420226,Northern Hemisphere
Northam,51.03,-4.22,51.01,91,65,5.99,GB,1601420226,Northern Hemisphere
Lata,40.16,-8.33,60.01,85,71,1.88,PT,1601420226,Northern Hemisphere
Goderich,43.75,-81.72,61.0,65,100,1.99,CA,1601420041,Northern Hemisphere
Taft,31.75,54.21,62.6,25,75,9.17,IR,1601420227,Northern Hemisphere
Maceió,-9.67,-35.74,73.4,88,20,5.82,BR,1601420157,Southern Hemisphere
Arrondissement d'Ajaccio,42.0,8.92,57.2,93,75,4.7,FR,1601420227,Northern Hemisphere
